,Vehicle Name,Price,Mileage,Dealer Name,Link
149,2019 Jaguar F-PACE S,"$44,999","60,216 mi.","
BMW of Visalia
",http://www.cars.com/vehicledetail/d76b731d-ff42-4564-b0d7-b8c7694a3c99/
150,2018 BMW 328d Base,"$28,998","27,152 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/d38821bc-ec58-479a-9770-97ff22f15829/
151,2019 Kia Stinger Base,"$30,590","28,033 mi.","
Carvana-Touchless Delivery To Your Home-Reno
",http://www.cars.com/vehicledetail/7521c9a5-89ea-4850-94c2-c9d502b70172/
152,2015 Toyota Sequoia Platinum,"$40,998","78,481 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/52c2c781-2eae-46f8-b781-f03d4aea215c/
153,2019 Subaru Ascent Touring 7-Passenger,"$34,987","27,985 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/ad8f61e9-ab5e-43a0-84d4-8660730c4b3b/
154,2018 Jaguar E-PACE S,"$35,497","18,524 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/72babd04-aec9-4a52-9eb5-b87d448769c7/
155,2021 Ford Expedition Max King Ranch,"$71,899","15,912 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/00ec0ddd-2a03-4234-ad2a-80bbe30d2318/
156,2020 Nissan 370Z Sport Touring,"$37,631","14,922 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/d55356ba-c4ce-4e08-bc0b-5fd5cd7ddd52/
157,2016 INFINITI QX70 Base,"$25,489","59,508 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/5fee4eb9-a38b-44bc-bb04-cf27600e3ecf/
158,2022 Buick Enclave Premium,"$48,966","2,929 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/4145c7b1-230d-4a58-bd62-5cd6b4ff097e/
159,2020 Tesla Model X Long Range,"$90,204","29,465 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/47a94134-9cfa-466f-8f07-055226b02145/
160,2022 Audi SQ5 3.0T Premium,"$58,067","10,227 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/d76e7a0b-a641-4a18-9452-565052afc278/
161,2013 Subaru Outback 3.6R Limited,"$14,990","102,841 mi.","
Budget Motors
",http://www.cars.com/vehicledetail/02066745-2678-433c-9d37-8aac07da1827/
162,2015 Hyundai Genesis 3.8,"$21,995","34,664 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/9b30dfa9-d5a6-4b05-949d-22868c9433fa/
163,2019 Subaru Legacy 3.6R Limited,"$29,882","8,018 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/df94d3ce-7175-4c91-b25d-6cc0ca83715b/
164,2018 Porsche Panamera 4,"$62,949","46,350 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/266a9d81-559b-41c8-bfcd-49d46e0e8f8c/
165,2022 Acura ILX Premium & A-SPEC Packages,"$32,991","4,193 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/59a5b68d-b541-4154-bb64-09ad3c304d18/
166,2022 Jeep Compass Limited,"$33,280","7,546 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/b5d443dc-b69e-4e80-89e7-1abb46760349/
167,2016 Chevrolet Silverado 3500 LTZ,"$57,980","78,275 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/ff585ee0-96d6-4d7c-8c0b-0f6f98588e64/
168,2015 Lexus GX 460 Base,"$31,974","68,450 mi.","
McGrath Lexus Chicago
",http://www.cars.com/vehicledetail/2e6c926a-6798-4595-b78e-3bd565c36be2/
169,2015 Nissan Pathfinder Platinum,"$16,500","133,981 mi.","
United Nissan Reno
",http://www.cars.com/vehicledetail/2db7d04b-a1ca-41fb-b9b9-78b34ea01033/
170,2014 RAM 2500 Tradesman,"$29,917","61,515 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/25ee8f54-7b4c-461f-80f6-b5e94bce9a1b/
171,2015 RAM 2500 Laramie,"$41,497","70,754 mi.","
Dolan Dodge Ram FIAT
",http://www.cars.com/vehicledetail/2af939e3-ef90-494b-b265-7c2a033976c9/
172,2008 Cadillac Escalade EXT Base,"$33,000","53,190 mi.","
Porterville Ford
",http://www.cars.com/vehicledetail/3c7cde28-76ce-4a01-96b3-ee7d9d0d8cdf/
173,2018 GMC Sierra 2500 Denali,"$52,997","64,758 mi.","
Ken Fowler Subaru
",http://www.cars.com/vehicledetail/dc77ea07-5126-43bc-b3b9-d76b271d294f/
174,2017 Chevrolet Silverado 2500 High Country,"$44,987","117,465 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/42e7ba05-ff23-411a-bd54-f39806ad6fa6/
175,2018 BMW 440 Gran Coupe i,"$33,980","66,843 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/7cc971b0-c1fb-4263-af85-04498d05df40/
176,2018 BMW M550 i xDrive,"$48,799","30,044 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/33493379-d2dd-4a49-99a3-a63014c89834/
177,2018 BMW X5 eDrive xDrive40e,"$40,594","42,918 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/66796e66-53ff-40a5-8cac-23d26b1ac89b/
178,2019 BMW ALPINA B7 xDrive,"$70,125","58,221 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/577dc574-b53d-4a28-be9b-414801b9ee31/
179,2017 Acura MDX 3.5L,"$32,900","47,613 mi.","
Sunset Honda
",http://www.cars.com/vehicledetail/f14e7f25-b73d-4320-a299-b9969763a40c/
180,2021 Ford Shelby GT500 Base,"$99,995",172 mi.,"
Corning Ford
",http://www.cars.com/vehicledetail/3575559d-1048-4cf8-92af-88ac6089c7c4/
181,2014 Mercedes-Benz M-Class ML 350 BlueTEC 4MATIC,"$19,995","96,703 mi.","
Advanced Auto Wholesale II
",http://www.cars.com/vehicledetail/e0c00ee3-da24-41b9-95a7-936de99b61d5/
182,2004 GMC Yukon SLE,"$10,995","123,836 mi.","
Advanced Auto Wholesale II
",http://www.cars.com/vehicledetail/40148cbb-fd30-4dfe-b2af-6ce8d0fd2275/
183,2021 Kia K5 LXS,"$22,999","44,141 mi.","
Winn Hyundai of Santa Maria
",http://www.cars.com/vehicledetail/22f5d049-4aa8-4502-b9cc-805c4e5a2ba4/
184,2020 Chevrolet Malibu LT,"$17,995","59,695 mi.","
Auto Village
",http://www.cars.com/vehicledetail/ed41436c-d65b-46a3-9e0d-0d6eac0b0c9d/
185,2019 Mazda Mazda3 FWD,"$24,789","19,053 mi.","
Bakersfield Mazda
",http://www.cars.com/vehicledetail/81af12f9-d96d-4079-9712-944ee5654096/
186,2021 BMW X2 xDrive28i,"$43,990","14,142 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/688f9677-dd1f-46ed-afca-1380484afffb/
187,2020 BMW X2 xDrive28i,"$38,990","33,762 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/6ce48628-3e0d-4da4-9cb9-c4d00d241ceb/
188,2020 BMW X7 xDrive40i,"$65,990","51,328 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/6d222e92-20f6-4a65-920d-f01daf1fe327/
189,2019 Lincoln Navigator L Reserve,"$67,993","37,924 mi.","
Prestige Imports Porsche
",http://www.cars.com/vehicledetail/0ad0a8d1-7e26-4d2e-84e3-8ce36b975244/
190,2015 Lexus IS 250 ,"$25,991","60,933 mi.","
Mercedes-Benz of Bakersfield
",http://www.cars.com/vehicledetail/0d3d6f9c-ced6-40bd-b362-e980591e3183/
191,2017 Genesis G90 3.3T Premium,"$29,998","62,930 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/5156e5d1-8c78-425a-af9f-f56214a2b30b/
192,2019 Jeep Grand Cherokee Laredo E,"$27,998","36,040 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/3a07cb74-4f61-424e-92e7-5ad296851ff4/
193,2017 Subaru Legacy 2.5i,"$19,998","64,009 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/69587a40-3479-429b-9000-9ba07eb29933/
194,2008 Ford F-350 XLT,"$20,995","72,606 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/7796c3e9-07e5-4242-b669-4d51f9a6ce84/
195,2016 BMW M4 GTS,"$89,900","14,713 mi.","
Santa Barbara Auto Group
",http://www.cars.com/vehicledetail/8f691a2a-f2cd-4b86-abaf-d7161b2ef13b/
196,2017 GMC Sierra 1500 Base,"$33,995","32,946 mi.","
Chrysler Dodge Jeep Ram FIAT Santa Barbara
",http://www.cars.com/vehicledetail/b2d8a239-23a0-49da-8e12-39c213e0a72c/
197,2018 Tesla Model S P100D,"$78,000","35,899 mi.","
Milpas Motors
",http://www.cars.com/vehicledetail/1cd1dddc-bfa3-43bd-a2bf-0c04eb782ba9/
198,2003 Chevrolet Suburban LS,"$3,990","221,918 mi.","
Starfire Auto Inc.
",http://www.cars.com/vehicledetail/f514a8d9-6f7c-4f77-bfac-b2bc7b9e073a/
199,2018 BMW 650 Gran Coupe i,"$47,998","33,081 mi.","
Valencia BMW
",http://www.cars.com/vehicledetail/d7fcd72d-3482-4eec-a13c-291ed88ffdc2/
200,2021 Audi RS 5 2.9T,"$75,485","15,351 mi.","
Valencia BMW
",http://www.cars.com/vehicledetail/47dcbcdb-ec40-48b2-b9ab-2eaff128ed84/
201,2022 Ferrari SF90 Spider ,"$995,000",926 mi.,"
Ferrari Westlake
",http://www.cars.com/vehicledetail/daa52c6c-8bc8-4fbe-8dd7-8144bb598609/
202,2015 Kia Optima Hybrid EX,"$17,998","88,707 mi.","
CarMax Canoga Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/bab6c331-9342-45b1-8a7b-0545843097f3/
203,1983 Mercedes-Benz 240D ,"$4,750","222,504 mi.","
SoCal Auto Group
",http://www.cars.com/vehicledetail/8898f33d-8d90-4e97-891a-454e6680ef05/
204,2017 Mercedes-Benz S-Class S 550 4MATIC,"$47,988","55,550 mi.","
Eureka Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/c9095f87-ef60-441d-989c-25c39c588df0/
205,2020 Lincoln Aviator Reserve RWD,"$49,500","19,798 mi.","
Galpin Lincoln Volvo
",http://www.cars.com/vehicledetail/98220bae-37a9-4625-9760-309245e616d1/
206,2021 Alfa Romeo Giulia Base,"$24,495","33,812 mi.","
Russell Westbrook Alfa Romeo Maserati Fiat
",http://www.cars.com/vehicledetail/e8a63a9d-999e-46e3-a36e-8a9741b2081c/
207,2017 Audi S3 2.0T Premium Plus,"$33,490","37,228 mi.","
MDK International
",http://www.cars.com/vehicledetail/6d3c89a4-6d8a-401f-a10f-93471ca2f186/
208,1991 BMW 850 i,"$27,995","74,884 mi.","
AutoSpeed Inc
",http://www.cars.com/vehicledetail/6ad07e3f-c7be-4085-8843-1514ccb89d63/
209,2011 Mercedes-Benz GLK-Class GLK 350,"$15,988","81,860 mi.","
Boktor Motors
",http://www.cars.com/vehicledetail/fa6be3f9-0359-49aa-9eaf-c4cc4f5c377e/
210,2020 Nissan Titan XD Platinum Reserve,"$47,898","22,036 mi.","
HGreg Nissan Puente Hills
",http://www.cars.com/vehicledetail/07704654-2978-4cec-a361-485bb7cf0e00/
211,2019 Volvo XC40 T4 R-Design,"$33,930","24,800 mi.","
Volvo Cars Santa Monica
",http://www.cars.com/vehicledetail/2182b0ff-c261-45b3-9606-528ace4cd5a0/
212,2020 Lexus LX 570 Three-Row,"$79,988","33,980 mi.","
Lexus of Glendale
",http://www.cars.com/vehicledetail/fe822dfd-29fd-4938-95c5-3c07c84a1452/
213,2022 Land Rover Range Rover Evoque S,"$46,988","6,409 mi.","
Land Rover Pasadena
",http://www.cars.com/vehicledetail/a45437a7-3f3f-47a1-9546-3aa0c31002a3/
214,2022 Rolls-Royce Phantom Base,"$639,000",747 mi.,"
Wires Only
",http://www.cars.com/vehicledetail/568316ba-378b-4020-ba81-aedd3b74884c/
215,2004 Ferrari 360 Modena ,"$89,995","31,710 mi.","
Culver City Chevrolet
",http://www.cars.com/vehicledetail/3ad8ae0d-e717-49eb-a98c-3482d8ccb086/
216,2020 Lexus UX 250h Base,"$38,998","19,912 mi.","
CarMax LAX - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/81638c93-fd01-4682-9462-d4600d366c00/
217,2021 Lincoln Navigator Reserve,"$75,998","16,297 mi.","
HGreg Infiniti Monrovia
",http://www.cars.com/vehicledetail/18d9f570-ca7e-413b-a5c9-7b568b49137d/
218,2018 Lexus GX 460 Luxury,"$41,998","39,331 mi.","
HGreg Infiniti Monrovia
",http://www.cars.com/vehicledetail/be2fd3a3-918a-4418-85e4-2c2ce059bf66/
219,2010 Porsche Cayenne GTS,"$18,999","76,575 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/0f1db9fc-9913-48d1-9c0c-f971ea40f86f/
220,2014 Porsche Cayenne Hybrid S,"$24,999","79,977 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/9586eda7-a7ef-4aad-bc10-a5c00598ac5d/
221,2019 Ford Taurus SEL,"$20,999","42,002 mi.","
LA Auto Exchange
",http://www.cars.com/vehicledetail/7907e0ec-d653-45a3-85fb-7bb52396ca41/
222,2022 Rivian R1S Launch Edition,"$148,888",926 mi.,"
Platinum Autohaus
",http://www.cars.com/vehicledetail/7f511c01-846e-467a-8825-7dfa7af80f1b/
223,2021 Cadillac Escalade Sport,"$99,998","19,603 mi.","
CarMax Torrance - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/13a3daff-5699-4729-8abd-fd0510c6f003/
224,2017 Audi S3 2.0T Premium Plus,"$28,400","52,364 mi.","
Shift Los Angeles
",http://www.cars.com/vehicledetail/b6d87f79-89a3-4266-b5c6-0e53ab890011/
225,2008 Volkswagen R32 ,"$12,950","113,840 mi.","
Shift Los Angeles
",http://www.cars.com/vehicledetail/7adbdb84-7c67-4991-be27-18d4ae56d87f/
226,1993 Mazda RX-7 ,"$69,188","62,774 mi.","
DCH Toyota of Torrance
",http://www.cars.com/vehicledetail/653c331b-356e-42b2-bc1b-9262e9a96812/
227,2020 Genesis G70 3.3T,"$37,995","23,327 mi.","
Puente Hills Hyundai
",http://www.cars.com/vehicledetail/c6b09b38-47b8-4531-ae13-cd8616f3b336/
228,2020 BMW 840 Gran Coupe 840i,"$62,721","46,007 mi.","
Puente Hills Mitsubishi
",http://www.cars.com/vehicledetail/8832d50a-6b88-4e23-9af8-da78bd0438be/
229,2020 Mercedes-Benz CLS 450 Base,"$59,995","26,694 mi.","
Kia of Carson
",http://www.cars.com/vehicledetail/93349a43-a267-4274-803c-7fb08b771ef9/
230,2009 Ford Shelby GT500 Base,"$29,999","76,346 mi.","
Kutsch Motorsports
",http://www.cars.com/vehicledetail/395a4999-978d-4f69-ae60-87bd0907d07b/
231,2020 Land Rover Range Rover Velar S R-Dynamic,"$51,980","33,915 mi.","
BMW of Minnetonka
",http://www.cars.com/vehicledetail/2de9ec04-8c86-4768-adea-f9d022d1b62b/
232,2006 Dodge Sprinter 158 WB Super High Roof Cargo DRW,"$10,888","270,403 mi.","
Affordable Auto Solutions
",http://www.cars.com/vehicledetail/ebcfe122-7f5e-4668-a067-7b441b9a015f/
233,2019 BMW M550 i xDrive,"$49,998","39,485 mi.","
Long Beach BMW
",http://www.cars.com/vehicledetail/02c04aea-0469-4b7e-82b0-88cd17ba32a4/
234,2019 Audi A4 allroad 2.0T Premium,"$38,087","37,518 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/f1f49a39-d3a2-4dcf-89cb-774c89d8c529/
235,2022 Hyundai Elantra N Base,"$36,333","3,946 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/5d7efe03-9b93-48bb-8bc5-317dba6a86cd/
236,2022 Mercedes-Benz C-Class C 300,"$46,724","3,555 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/61ede6a5-53a0-4edd-96f0-66290afc7a0b/
237,2022 Cadillac CT5-V V-Series,"$55,998","4,611 mi.","
CarMax Buena Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/ade3eaa6-04e2-46cf-af1c-56525776a683/
238,2020 Honda Insight Touring,"$28,999","49,812 mi.","
Buena Park Honda
",http://www.cars.com/vehicledetail/8c216ef0-d0bf-4c5e-b630-3960dcdb2701/
239,2019 Buick Regal TourX Essence,"$22,998","72,568 mi.","
HGreg Nissan Buena Park
",http://www.cars.com/vehicledetail/fd0d2e11-d862-4cd4-b444-85c9736ae7a0/
240,2021 INFINITI QX50 Essential,"$37,988","22,903 mi.","
INFINITI of Ontario
",http://www.cars.com/vehicledetail/5700c063-5f84-490a-8b0d-170b1934c150/
241,2021 Hyundai Palisade Calligraphy,"$46,365","28,497 mi.","
Mark Christopher Chevrolet Buick GMC Cadillac
",http://www.cars.com/vehicledetail/fff59564-661b-4faa-968d-f347a704620c/
242,2021 INFINITI QX50 Luxe,"$42,998","7,424 mi.","
CarMax Ontario - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/31ad4f95-cce2-402d-8e31-fabf39b06ec6/
243,2022 Porsche Taycan Cross Turismo 4,"$119,000","1,621 mi.","
Alfa Romeo Maserati of Ontario
",http://www.cars.com/vehicledetail/7e456909-490c-4443-a1c9-5a0679a2f5d1/
244,2016 Buick Encore Leather,"$18,966","70,722 mi.","
Klamath Falls Subaru
",http://www.cars.com/vehicledetail/81b8a8ef-b3f2-4727-850a-d4c00421c553/
245,2019 Mitsubishi Outlander SEL,"$24,432","53,676 mi.","
Klamath Falls Honda
",http://www.cars.com/vehicledetail/c77d460e-7dad-4056-ae69-75f0c3ffcccc/
246,2018 RAM 2500 Laramie,"$58,995","48,980 mi.","
Lithia Chrysler Jeep Dodge RAM of Klamath Falls
",http://www.cars.com/vehicledetail/e15b3531-b2d2-480d-9a88-dd1f41e7f3ce/
247,2020 MINI Countryman John Cooper Works ALL4,"$44,995","20,653 mi.","
Lithia Chrysler Jeep Dodge RAM of Klamath Falls
",http://www.cars.com/vehicledetail/65a5b7d1-b57f-4ed4-bc0b-e2a1fc977ec6/
248,2022 RAM 1500 TRX,"$89,232",841 mi.,"
Lithia Chrysler Jeep Dodge RAM of Klamath Falls
",http://www.cars.com/vehicledetail/14f2efc1-9308-440d-8ad3-b2ea0e49fb6b/
249,2022 Audi Q3 45 S line Premium Plus,"$43,995","3,816 mi.","
Valley Kia of Fontana
",http://www.cars.com/vehicledetail/c38bc57c-df21-4ac1-bb91-ade5def58d7f/
250,2021 Toyota Sienna LE,"$40,477","23,880 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/60822065-665c-4ff9-91ed-0ba7524ce1cf/
251,2022 Kia Carnival LX,"$43,977","8,100 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/d2f71bde-9482-4183-8baf-b5d4a12a1ff5/
