,Vehicle Name,Price,Mileage,Dealer Name,Link
151,2020 Tesla Model X Long Range,"$90,204","29,465 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/47a94134-9cfa-466f-8f07-055226b02145/
152,2022 Audi SQ5 3.0T Premium,"$58,067","10,227 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/d76e7a0b-a641-4a18-9452-565052afc278/
153,2022 Buick Enclave Premium,"$48,989","2,929 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/4145c7b1-230d-4a58-bd62-5cd6b4ff097e/
154,2019 Mitsubishi Outlander SE,"$23,990","45,814 mi.","
Budget Motors
",http://www.cars.com/vehicledetail/dcfe00b2-c6ee-4bf2-bc8d-dcdb1287c64d/
155,2019 Volkswagen Passat 2.0T SE R-Line,"$24,895","41,848 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/8e09c7b3-ab71-4c56-9299-4937d7230089/
156,2015 Hyundai Genesis 3.8,"$21,995","34,664 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/9b30dfa9-d5a6-4b05-949d-22868c9433fa/
157,2020 BMW 230 i,"$27,995","45,191 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/b7cfdf9b-35b2-4c5e-a1fd-dd4f95b0956c/
158,2021 Volkswagen Atlas Cross Sport 2.0T SEL,"$36,991","15,055 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/511473ad-51dd-4a15-aba2-80816691732f/
159,2022 Acura ILX Premium & A-SPEC Packages,"$33,777","4,193 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/59a5b68d-b541-4154-bb64-09ad3c304d18/
160,2022 Jeep Compass Limited,"$33,280","7,546 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/b5d443dc-b69e-4e80-89e7-1abb46760349/
161,2018 Land Rover Range Rover Sport HSE Dynamic,"$69,987","38,863 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/18a6a95a-359e-4cbd-99a8-e15e7e604bc6/
162,2020 INFINITI QX80 Luxe,"$49,500","38,263 mi.","
United Nissan Reno
",http://www.cars.com/vehicledetail/75ba0822-daa8-4a23-ade2-db874b9ee72f/
163,2015 Nissan Pathfinder Platinum,"$16,500","133,981 mi.","
United Nissan Reno
",http://www.cars.com/vehicledetail/2db7d04b-a1ca-41fb-b9b9-78b34ea01033/
164,2018 Ford Transit Connect XL,"$23,499","71,223 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/dd8a45eb-3b9a-400e-a571-93f13754eb16/
165,2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line,"$46,999","5,225 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/550acf0f-bf96-478b-8ffc-f3efd9d52709/
166,2015 RAM 2500 Laramie,"$42,491","70,754 mi.","
Dolan Dodge Ram FIAT
",http://www.cars.com/vehicledetail/2af939e3-ef90-494b-b265-7c2a033976c9/
167,2019 Ford Transit-250 148 WB Medium Roof Cargo,"$43,998","47,341 mi.","
Paso Robles Chevrolet
",http://www.cars.com/vehicledetail/aa31b18d-8aa1-42bb-b4e8-388e35498d34/
168,2022 GMC Yukon AT4,"$82,199","5,062 mi.","
Toyota of Lincoln Park
",http://www.cars.com/vehicledetail/153ccdd9-cf0a-4c0f-875e-07020d6e70cd/
169,2008 Cadillac Escalade EXT Base,"$33,000","53,190 mi.","
Porterville Ford
",http://www.cars.com/vehicledetail/3c7cde28-76ce-4a01-96b3-ee7d9d0d8cdf/
170,2018 GMC Sierra 2500 Denali,"$52,997","64,758 mi.","
Ken Fowler Subaru
",http://www.cars.com/vehicledetail/dc77ea07-5126-43bc-b3b9-d76b271d294f/
171,2017 Chevrolet Silverado 2500 High Country,"$46,987","117,465 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/42e7ba05-ff23-411a-bd54-f39806ad6fa6/
172,2021 Hyundai Palisade Limited,"$45,495","22,231 mi.","
Hyundai San Luis Obispo
",http://www.cars.com/vehicledetail/08b3193c-b3ec-4f6f-9a44-52a5a5c9d91d/
173,2022 BMW i4 Gran Coupe eDrive40,"$65,999","4,910 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/b232a28d-db4f-4bf3-895e-471b2fa49825/
174,2018 BMW X5 eDrive xDrive40e,"$40,594","42,918 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/66796e66-53ff-40a5-8cac-23d26b1ac89b/
175,2021 Volkswagen Tiguan 2.0T SE,"$25,980","35,972 mi.","
Toyota of San Luis Obispo
",http://www.cars.com/vehicledetail/14cb6fe6-f3d3-4f47-95a9-4a0146ba3d37/
176,2021 Ford Shelby GT500 Base,"$99,995",172 mi.,"
Corning Ford
",http://www.cars.com/vehicledetail/3575559d-1048-4cf8-92af-88ac6089c7c4/
177,2004 GMC Yukon SLE,"$10,995","123,836 mi.","
Advanced Auto Wholesale II
",http://www.cars.com/vehicledetail/40148cbb-fd30-4dfe-b2af-6ce8d0fd2275/
178,2022 Hyundai IONIQ 5 SEL,"$54,000","4,478 mi.",,http://www.cars.com/vehicledetail/72df2d33-3f63-45bd-918b-afa688383dcc/
179,2021 Kia K5 LXS,"$22,999","44,141 mi.","
Winn Hyundai of Santa Maria
",http://www.cars.com/vehicledetail/22f5d049-4aa8-4502-b9cc-805c4e5a2ba4/
180,2012 Mazda Mazda3 i Touring,"$6,999","168,731 mi.","
Singh Motors
",http://www.cars.com/vehicledetail/a5d6f67e-0fbf-413a-99c1-0918d3415072/
181,2019 Mazda Mazda3 FWD,"$24,789","19,053 mi.","
Bakersfield Mazda
",http://www.cars.com/vehicledetail/81af12f9-d96d-4079-9712-944ee5654096/
182,2018 Hyundai Tucson Limited,"$23,995","75,495 mi.","
Bakersfield Hyundai
",http://www.cars.com/vehicledetail/fe562f96-5319-4eda-aaf8-d20570b5b602/
183,2020 Ford Transit-250 Base,"$47,899","23,805 mi.","
Haddad Dodge Ram
",http://www.cars.com/vehicledetail/7c732539-e289-40ae-bfb9-d6c3cbb69a18/
184,2021 BMW X2 xDrive28i,"$43,990","14,142 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/688f9677-dd1f-46ed-afca-1380484afffb/
185,2020 BMW X2 xDrive28i,"$38,990","33,762 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/6ce48628-3e0d-4da4-9cb9-c4d00d241ceb/
186,2015 Lexus IS 250 ,"$25,991","60,933 mi.","
Mercedes-Benz of Bakersfield
",http://www.cars.com/vehicledetail/0d3d6f9c-ced6-40bd-b362-e980591e3183/
187,2021 Audi Q5 Prestige,"$56,931","8,506 mi.","
Audi Porsche Volkswagen Bakersfield
",http://www.cars.com/vehicledetail/73e06aaa-8525-4f58-bd5f-d7b365138e88/
188,2022 Chevrolet Tahoe Premier,"$77,558","7,893 mi.","
Audi Porsche Volkswagen Bakersfield
",http://www.cars.com/vehicledetail/6159669b-d238-409f-92d8-7346ac5c2721/
189,2008 Porsche 911 Carrera 4S,"$59,881","47,973 mi.","
Porsche Ontario
",http://www.cars.com/vehicledetail/1cc6bab7-1482-478e-a9a2-1309feea9dcf/
190,2019 Chevrolet Traverse High Country,"$48,998","5,026 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/64412d2c-8894-4790-af03-69f5c42280b7/
191,2013 Nissan Xterra S,"$15,998","124,333 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/b878bbc1-af7e-4d80-a420-21013b5c55ff/
192,2017 Genesis G90 3.3T Premium,"$29,998","62,930 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/5156e5d1-8c78-425a-af9f-f56214a2b30b/
193,2021 Genesis GV80 3.5T,"$66,900","10,674 mi.","
Land Rover Rocklin - Delivery from Rocklin, California (For Redding)
",http://www.cars.com/vehicledetail/251ecd0e-4d91-4d41-a31d-5d0ffad07fe9/
194,2016 Toyota RAV4 LE,"$19,998","91,375 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/c0ebca5f-0909-483e-9e69-558cd6043fa2/
195,2015 Subaru Forester 2.5i Limited,"$18,995","76,370 mi.","
Redding Car and Truck Center
",http://www.cars.com/vehicledetail/c12d98ae-8a7f-4017-97d8-a8afefca01e3/
196,2017 Mazda Mazda3 Grand Touring,"$20,495","48,084 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/122ce2ef-62e6-43b7-82e5-22e5f8d8b948/
197,2021 Chrysler Pacifica Pinnacle,"$48,500","17,063 mi.","
Chrysler Dodge Jeep Ram FIAT Santa Barbara
",http://www.cars.com/vehicledetail/97d44189-dc09-4527-8522-81f76dca93f1/
198,2018 Tesla Model S P100D,"$78,000","35,899 mi.","
Milpas Motors
",http://www.cars.com/vehicledetail/1cd1dddc-bfa3-43bd-a2bf-0c04eb782ba9/
199,2021 Audi RS 5 2.9T,"$75,485","15,351 mi.","
Valencia BMW
",http://www.cars.com/vehicledetail/47dcbcdb-ec40-48b2-b9ab-2eaff128ed84/
200,2018 BMW 650 Gran Coupe i,"$47,998","33,081 mi.","
Valencia BMW
",http://www.cars.com/vehicledetail/d7fcd72d-3482-4eec-a13c-291ed88ffdc2/
201,2021 GMC Acadia Denali,"$44,092","12,493 mi.","
AutoNation Ford Valencia
",http://www.cars.com/vehicledetail/50dd3b6e-c8dc-478e-bbf1-9fa64fdc9db3/
202,2000 Lexus LS 400 Base (A5),"$39,990","31,095 mi.","
SoCal Auto Group
",http://www.cars.com/vehicledetail/bfa30603-4f45-4646-9e31-c98d1879dacc/
203,2019 Lincoln Nautilus Reserve,"$37,750","26,794 mi.","
Galpin Lincoln Volvo
",http://www.cars.com/vehicledetail/244fd660-7d0a-4381-848d-b593c4ce7b5d/
204,2012 Cadillac Escalade Hybrid Base,"$19,885","132,105 mi.","
Car Search USA
",http://www.cars.com/vehicledetail/bf9fc8d1-875d-49d9-8bd3-a5c7a1cdd037/
205,2018 Maserati Ghibli S,"$32,748","59,243 mi.","
Major Motor Cars
",http://www.cars.com/vehicledetail/26b08547-db1a-458c-92b5-cbc593be953a/
206,2021 Tesla Model 3 Standard Range Plus,"$47,510","9,345 mi.","
TRED Private Seller (West LA)
",http://www.cars.com/vehicledetail/fea2a787-d810-4c81-95e9-abf24b81cce3/
207,2022 Lexus NX 350 Premium,"$48,698","3,475 mi.","
Lexus Santa Monica
",http://www.cars.com/vehicledetail/a812367e-44af-419e-8f58-5241008edcc5/
208,2021 Mercedes-Benz AMG E 63 S,"$155,900","2,756 mi.","
Tactical Fleet
",http://www.cars.com/vehicledetail/68fe0859-50b0-4154-9c1d-f9859e1304dd/
209,2023 Land Rover Range Rover P400 SE SWB,"$161,000",459 mi.,"
TRED Private Seller (Downtown LA)
",http://www.cars.com/vehicledetail/23858add-9668-4601-ba93-daa057c1085c/
210,2020 Honda Passport Touring,"$34,600","35,315 mi.","
Planet Honda
",http://www.cars.com/vehicledetail/16e6dd98-0f96-4eae-b8ca-aeca3fa789b4/
211,2019 Audi TT 2.0T,"$42,898","24,038 mi.","
Porsche Downtown LA
",http://www.cars.com/vehicledetail/1b7199e7-1699-4e03-8fe0-821eb9485c23/
212,2010 Porsche Cayenne GTS,"$18,999","76,575 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/0f1db9fc-9913-48d1-9c0c-f971ea40f86f/
213,2014 Porsche Cayenne Hybrid S,"$24,999","79,977 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/9586eda7-a7ef-4aad-bc10-a5c00598ac5d/
214,2010 Dodge Challenger SRT8,"$25,950","14,352 mi.","
Shift Los Angeles
",http://www.cars.com/vehicledetail/149873b2-312b-4463-b2c4-f06a5f13b46f/
215,2022 Rivian R1S Launch Edition,"$148,888",926 mi.,"
Platinum Autohaus
",http://www.cars.com/vehicledetail/7f511c01-846e-467a-8825-7dfa7af80f1b/
216,2021 Cadillac Escalade Sport,"$102,998","19,603 mi.","
CarMax Torrance - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/13a3daff-5699-4729-8abd-fd0510c6f003/
217,2021 Volvo XC40 T4 R-Design,"$40,999","14,217 mi.","
Volvo Cars South Bay
",http://www.cars.com/vehicledetail/39cccac4-a0b4-485e-8ae1-83d1558f4607/
218,2018 Lexus LC 500 Base,"$76,644","5,743 mi.","
Downey Hyundai
",http://www.cars.com/vehicledetail/ce5a6b39-451a-40e8-bd84-57253e4f4466/
219,2015 Rolls-Royce Wraith ,"$199,787","20,486 mi.","
Downey Hyundai
",http://www.cars.com/vehicledetail/f7c8e5bc-6d99-4190-8da6-0b2bf1d48082/
220,2014 Chevrolet SS Base,"$32,995","75,025 mi.","
Autobahn Luxury Motors
",http://www.cars.com/vehicledetail/a488b157-8753-4602-956d-9cd904b553f9/
221,2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,"$41,498","42,379 mi.","
Mercedes-Benz of South Bay
",http://www.cars.com/vehicledetail/5cf5dcd3-cc0d-4375-9763-7b8251d95087/
222,2019 Lincoln Nautilus Reserve,"$35,134","35,274 mi.","
Puente Hills Mitsubishi
",http://www.cars.com/vehicledetail/14b11530-7489-4bdf-916c-5cf95dd3b97c/
223,2021 Toyota 4Runner TRD Off Road Premium,"$42,500","24,805 mi.","
STG Auto Group of Bellflower
",http://www.cars.com/vehicledetail/6ed57b57-125e-4322-86ad-a27683a7c78f/
224,2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,"$39,995","59,138 mi.","
AutoNation Toyota Cerritos
",http://www.cars.com/vehicledetail/4ce15021-9412-4973-90e2-d2d8f6b4e570/
225,2015 Toyota Avalon Hybrid Limited,"$17,985","130,045 mi.","
Regency USA Inc
",http://www.cars.com/vehicledetail/21e63fb6-d825-47e3-b5ee-7f06722ab7bd/
226,2011 Chevrolet Tahoe Hybrid Base,"$12,555","154,287 mi.","
KarGenie
",http://www.cars.com/vehicledetail/e29883c2-89d5-40cd-8f36-1d4346f98ba4/
227,2022 Mercedes-Benz AMG GLA 45 Base,"$59,416","5,668 mi.","
Westcoast Auto Sales
",http://www.cars.com/vehicledetail/69c288d5-f24e-413a-8957-bb22f5ac3626/
228,2020 Lexus IS 300 Base,"$30,984","41,125 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/7eb42287-fa64-41b8-a723-b6f99f01667a/
229,2019 Audi A4 allroad 2.0T Premium,"$38,087","37,518 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/f1f49a39-d3a2-4dcf-89cb-774c89d8c529/
230,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"$110,345","14,524 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/e33e005a-715b-4dc4-a7d9-1cb3504102fd/
231,2020 Chevrolet Blazer RS,"$39,980","22,814 mi.","
George Chevrolet
",http://www.cars.com/vehicledetail/02f9f928-e7ac-4933-b42e-ba9b15fa54e8/
232,2020 Volvo XC60 T5 Inscription,"$39,673","29,774 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/bb5f4a9c-12a3-489f-b19d-a22cb20b469c/
233,2013 MINI Coupe Cooper S,"$14,998","86,290 mi.","
CarMax Buena Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/4e001832-860c-4b06-9390-a96f5be08deb/
234,2022 Cadillac CT5-V V-Series,"$55,998","4,611 mi.","
CarMax Buena Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/ade3eaa6-04e2-46cf-af1c-56525776a683/
235,2016 Buick Encore Leather,"$18,967","70,722 mi.","
Klamath Falls Subaru
",http://www.cars.com/vehicledetail/81b8a8ef-b3f2-4727-850a-d4c00421c553/
236,2014 Ford Expedition EL XL,"$17,995","95,615 mi.","
Lithia Chrysler Jeep Dodge RAM of Klamath Falls
",http://www.cars.com/vehicledetail/771e13da-ce6a-41f7-8179-8deb633675e9/
237,2017 Chevrolet Colorado LT,"$25,995","76,018 mi.","
Lithia Chrysler Jeep Dodge RAM of Klamath Falls
",http://www.cars.com/vehicledetail/6ee3a0df-b353-4c86-8145-a5aac398d9ba/
238,2021 Toyota Sienna LE,"$40,477","23,880 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/60822065-665c-4ff9-91ed-0ba7524ce1cf/
239,2021 Hyundai Palisade SEL,"$41,994","31,410 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/b01dc0c8-1928-40e0-8a44-0112f650ad5f/
240,2018 MINI Countryman Cooper S ALL4,"$32,977","37,962 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/55b3bb12-f825-4c77-a223-661999da8d5f/
241,2003 Acura RSX Type S,"$13,995","131,000 mi.","
Zee Motors Inc
",http://www.cars.com/vehicledetail/4620a18b-35b5-423b-8517-9976ba26b777/
242,1992 BMW 318 i,"$11,995","92,520 mi.","
Zee Motors Inc
",http://www.cars.com/vehicledetail/a1643b71-517b-4a66-8b7d-8e437a25273f/
243,2022 Hyundai Elantra N Base,"$36,333","3,946 mi.","
STG Auto Group - Garden Grove
",http://www.cars.com/vehicledetail/3a877c63-891e-4b1c-be55-c1fd61252114/
244,2020 Ford F-350 XL,"$54,658","31,886 mi.","
Huntington Beach Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/54340d0f-0213-4f71-a85c-3afdaabb8a77/
245,2001 Lexus GS 300 Base,"$5,900","231,450 mi.",,http://www.cars.com/vehicledetail/354ae5f6-9a62-4cff-b253-7f9c4475ba0b/
246,2015 RAM 3500 Tradesman,"$40,014","125,828 mi.","
Moss Bros. Chrysler Dodge Jeep San Bernardino
",http://www.cars.com/vehicledetail/ea8db3a8-d5a2-4f70-938b-38211b79ee73/
247,2018 Ford Transit-150 Base,"$34,995","89,707 mi.","
Norco Truck Center
",http://www.cars.com/vehicledetail/ddb26e99-20b2-4d6d-bfe5-19bbab831923/
248,2022 Toyota Venza XLE,"$41,825","25,883 mi.","
Toyota of San Bernardino
",http://www.cars.com/vehicledetail/7089eb7e-83be-467c-80a6-08dc98ad773e/
249,2007 Chevrolet Express 1500 ,"$19,995","19,415 mi.","
Best Auto Sales Inc.
",http://www.cars.com/vehicledetail/608d4b18-0cee-442e-9520-b08700941dcb/
250,2004 Chevrolet Trailblazer LS,"$9,900","58,031 mi.","
House of Cars Empire
",http://www.cars.com/vehicledetail/93eaca11-4b80-4025-b5d4-3f8b154df6c3/
251,2022 Cadillac CT5-V V-Series Blackwing,"$124,990","3,519 mi.","
Suburban Buick GMC Cadillac
",http://www.cars.com/vehicledetail/78ec520c-8f6e-421c-a02f-05afa98f0dea/
